EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,JobRole,MonthlyIncome,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,AttritionRiskScore,RiskCategory,PredictedAttrition,EstReplacementCost
1122,37,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,Female,2,3,Research Scientist,4023,Single,2,No,11,3,0,15,2,3,1,0,50.1,Medium,Yes,0.0
1123,25,No,Travel_Rarely,Sales,2,5,Human Resources,3,Female,4,3,Sales Representative,6789,Single,4,No,14,4,1,2,4,4,2,1,24.8,Low,No,0.0
1124,34,No,Travel_Frequently,Sales,8,1,Technical Degree,3,Male,4,2,Sales Representative,5847,Married,3,No,14,4,3,11,0,4,4,2,26.3,Low,No,0.0
1125,38,No,Travel_Rarely,Sales,4,4,Marketing,4,Male,1,4,Sales Executive,5801,Married,2,No,15,4,2,14,6,2,2,2,30.5,Medium,No,0.0
1126,40,Yes,Travel_Frequently,Sales,3,3,Technical Degree,2,Female,2,2,Sales Representative,8176,Married,4,No,12,3,0,21,2,3,3,1,51.6,Medium,Yes,49056.0
1127,38,No,Travel_Rarely,Human Resources,7,4,Other,1,Female,4,4,Human Resources,8272,Divorced,1,No,17,3,0,16,1,4,12,0,12.5,Low,No,0.0
1128,42,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,1,Research Scientist,11310,Divorced,4,No,11,3,2,18,0,2,18,0,15.5,Low,No,0.0
1129,35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,4,Male,2,3,Research Scientist,8583,Married,0,Yes,19,4,0,10,3,4,5,0,23.5,Low,No,0.0
1130,21,No,Travel_Rarely,Research & Development,2,4,Medical,4,Female,1,2,Research Scientist,4803,Divorced,3,Yes,23,3,1,0,3,1,0,0,50.9,Medium,Yes,0.0
1131,36,No,Travel_Rarely,Sales,4,3,Other,4,Female,1,2,Sales Representative,7232,Single,2,No,13,3,0,10,2,1,3,1,43.6,Medium,No,0.0
1132,39,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,Male,3,3,Manager,8188,Married,0,No,17,3,0,18,4,3,1,1,21.0,Low,No,0.0
1133,41,No,Travel_Rarely,Sales,6,3,Life Sciences,3,Female,3,2,Manager,8420,Single,3,Yes,13,3,0,19,3,4,0,0,36.1,Medium,No,0.0
1134,44,No,Travel_Rarely,Research & Development,1,1,Other,4,Male,2,1,Healthcare Representative,5520,Single,3,No,18,3,3,21,4,4,10,0,27.5,Low,No,0.0
1135,26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Male,1,1,Healthcare Representative,7632,Married,1,No,17,3,0,5,4,2,2,1,44.2,Medium,No,0.0
1136,48,No,Non-Travel,Research & Development,14,3,Life Sciences,1,Male,1,1,Manufacturing Director,7535,Married,1,No,14,3,1,23,1,2,0,0,48.8,Medium,No,0.0
1137,34,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,1,3,Manager,9537,Single,3,No,12,3,1,15,5,3,15,3,6.5,Low,No,0.0
1138,18,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3,Male,4,1,Healthcare Representative,8627,Married,2,No,16,3,1,0,3,4,0,0,16.9,Low,No,0.0
1139,44,No,Travel_Rarely,Sales,6,3,Marketing,3,Male,1,2,Sales Representative,3981,Single,4,Yes,15,3,0,22,6,2,0,0,69.2,High,Yes,0.0
1140,37,No,Travel_Rarely,Sales,16,3,Medical,1,Female,1,2,Manager,7571,Divorced,4,No,19,3,2,12,2,4,9,3,18.5,Low,No,0.0
1141,18,No,Travel_Rarely,Research & Development,12,3,Technical Degree,3,Male,2,3,Research Director,7312,Married,1,No,11,4,2,0,4,3,0,0,24.9,Low,No,0.0
1142,27,No,Travel_Rarely,Human Resources,1,3,Technical Degree,1,Female,1,2,Manager,6737,Divorced,2,No,12,3,0,5,3,4,5,0,29.9,Low,No,0.0
1143,32,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,1,Manager,10403,Married,1,No,17,3,0,10,2,2,2,2,18.4,Low,No,0.0
1144,44,Yes,Non-Travel,Sales,1,3,Technical Degree,1,Male,1,2,Sales Representative,4936,Single,2,No,13,3,0,22,5,3,1,0,68.3,High,Yes,29616.0
1145,29,No,Travel_Frequently,Sales,3,3,Technical Degree,2,Male,4,1,Sales Representative,6376,Married,1,No,15,3,3,8,3,4,8,2,30.5,Medium,No,0.0
1146,28,Yes,Non-Travel,Sales,1,5,Marketing,4,Male,1,2,Sales Representative,2362,Single,5,No,15,3,1,7,1,2,0,0,57.9,Medium,Yes,14172.0
1147,57,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,3,3,Research Scientist,10670,Divorced,2,No,16,3,0,32,4,1,7,1,28.6,Low,No,0.0
1148,35,No,Travel_Rarely,Research & Development,24,4,Marketing,1,Female,3,3,Manufacturing Director,9045,Single,1,No,12,3,0,13,2,2,0,0,27.4,Low,No,0.0
1149,37,No,Travel_Rarely,Research & Development,12,3,Medical,2,Male,4,2,Manager,7417,Single,2,No,15,4,1,15,6,2,4,0,50.6,Medium,Yes,0.0
1150,21,No,Travel_Frequently,Sales,3,4,Life Sciences,3,Female,3,4,Manager,5292,Married,2,No,16,3,0,0,2,2,0,0,32.0,Medium,No,0.0
1151,37,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Female,2,2,Laboratory Technician,10280,Married,1,Yes,14,3,3,16,3,1,0,0,33.1,Medium,No,0.0
1152,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,4,Male,2,4,Manufacturing Director,9016,Single,1,No,18,3,2,27,3,4,10,0,9.6,Low,No,0.0
1153,24,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Female,4,4,Laboratory Technician,9743,Divorced,3,No,11,3,0,1,1,4,1,0,9.2,Low,No,0.0
1154,46,No,Travel_Rarely,Sales,1,3,Other,4,Male,3,2,Sales Representative,6212,Married,1,Yes,13,3,2,23,3,2,2,2,52.2,Medium,Yes,0.0
1155,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,2,2,Healthcare Representative,5034,Married,0,No,13,3,0,4,1,4,1,1,26.5,Low,No,0.0
1156,37,No,Travel_Rarely,Research & Development,8,2,Technical Degree,4,Male,3,3,Research Director,6035,Married,1,No,15,3,0,14,0,3,3,1,28.3,Low,No,0.0
1157,23,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,1,1,Manufacturing Director,5601,Divorced,2,No,13,3,2,0,3,4,0,0,26.9,Low,No,0.0
1158,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,1,Manufacturing Director,12182,Single,3,Yes,18,3,1,21,1,2,21,0,22.7,Low,No,0.0
1159,36,No,Travel_Rarely,Research & Development,13,3,Human Resources,2,Female,2,4,Manager,6994,Single,2,No,24,3,3,13,6,2,1,0,38.3,Medium,No,0.0
1160,41,No,Travel_Frequently,Sales,3,3,Technical Degree,2,Female,3,3,Sales Executive,9362,Divorced,6,No,14,3,1,15,5,4,15,5,16.7,Low,No,0.0
1161,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,2,Male,4,3,Healthcare Representative,10192,Married,0,No,11,3,2,16,2,2,3,1,20.5,Low,No,0.0
1162,29,No,Travel_Frequently,Research & Development,2,4,Life Sciences,2,Female,2,2,Healthcare Representative,7457,Married,3,No,11,3,1,9,4,4,4,4,24.3,Low,No,0.0
1163,45,No,Travel_Rarely,Research & Development,3,1,Marketing,4,Female,4,4,Manager,4352,Single,2,No,14,3,0,25,3,1,5,5,38.2,Medium,No,0.0
1164,44,No,Travel_Frequently,Sales,14,5,Human Resources,1,Male,4,1,Manager,8967,Single,7,No,16,3,0,20,4,1,3,1,32.1,Medium,No,0.0
1165,18,No,Travel_Frequently,Sales,17,3,Other,1,Female,4,2,Sales Executive,5458,Single,2,No,11,3,0,0,3,2,0,0,56.1,Medium,Yes,0.0
1166,34,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,2,Research Director,4265,Divorced,5,No,11,3,1,12,3,4,0,0,33.2,Medium,No,0.0
1167,33,No,Travel_Rarely,Sales,3,5,Other,2,Male,1,1,Sales Executive,7238,Married,2,No,16,4,2,10,0,1,4,4,41.3,Medium,No,0.0
1168,37,Yes,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,2,1,Sales Executive,6140,Married,2,No,14,3,1,13,3,4,3,0,49.9,Medium,No,36840.0
1169,40,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,4,2,Manufacturing Director,9845,Divorced,2,Yes,22,3,2,17,1,4,11,3,11.1,Low,No,0.0
1170,30,No,Travel_Rarely,Sales,1,2,Other,1,Male,1,3,Manager,4074,Single,3,No,15,3,0,8,1,3,2,0,45.7,Medium,No,0.0
1171,48,No,Travel_Rarely,Research & Development,3,3,Other,1,Male,4,1,Research Director,9318,Divorced,3,Yes,23,3,2,24,1,3,5,0,31.0,Medium,No,0.0
1172,37,No,Travel_Rarely,Sales,29,3,Marketing,1,Female,4,3,Manager,10742,Single,3,No,17,4,1,15,3,4,12,1,13.3,Low,No,0.0
1173,31,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,3,Manager,7446,Single,3,No,12,3,0,8,2,3,8,0,23.4,Low,No,0.0
1174,23,No,Non-Travel,Research & Development,7,3,Other,4,Female,3,1,Manufacturing Director,7001,Divorced,2,No,12,3,3,3,3,4,0,0,22.3,Low,No,0.0
1175,58,No,Travel_Rarely,Sales,1,3,Medical,1,Male,3,2,Manager,12944,Married,2,Yes,14,3,0,38,2,3,28,0,35.6,Medium,No,0.0
1176,37,No,Non-Travel,Sales,28,5,Technical Degree,2,Female,4,1,Manager,8590,Divorced,1,No,11,3,2,12,2,3,2,1,26.3,Low,No,0.0
1177,38,No,Travel_Rarely,Research & Development,9,4,Medical,2,Male,2,2,Research Director,7010,Divorced,4,No,17,3,2,17,3,2,3,2,43.8,Medium,No,0.0
1178,32,Yes,Travel_Rarely,Research & Development,16,1,Medical,3,Female,4,3,Research Director,7760,Single,6,Yes,15,3,1,9,4,4,4,1,56.0,Medium,Yes,46560.0
1179,30,No,Travel_Rarely,Research & Development,1,4,Other,4,Female,3,3,Laboratory Technician,6457,Married,1,No,14,3,1,7,1,3,3,3,25.3,Low,No,0.0
1180,39,No,Non-Travel,Research & Development,5,2,Human Resources,1,Male,2,4,Research Scientist,11156,Married,4,No,12,3,0,17,1,3,17,1,18.7,Low,No,0.0
1181,40,No,Travel_Rarely,Research & Development,1,4,Medical,2,Female,1,2,Research Scientist,6740,Single,3,No,16,4,0,13,2,4,4,2,35.7,Medium,No,0.0
1182,43,No,Travel_Rarely,Research & Development,2,3,Other,1,Male,2,1,Manager,7297,Married,2,No,12,3,0,21,2,4,2,2,38.8,Medium,No,0.0
1183,34,No,Travel_Rarely,Sales,15,2,Human Resources,3,Female,4,3,Sales Representative,6268,Married,2,No,17,4,2,12,2,3,0,0,28.9,Low,No,0.0
1184,34,No,Travel_Rarely,Human Resources,13,2,Technical Degree,2,Male,1,2,Manager,8511,Single,2,No,17,3,2,12,2,2,2,2,31.1,Medium,No,0.0
1185,58,No,Travel_Frequently,Research & Development,1,3,Marketing,3,Female,4,4,Laboratory Technician,7094,Married,2,Yes,11,3,0,39,1,3,3,0,44.6,Medium,No,0.0
1186,53,Yes,Non-Travel,Research & Development,6,3,Life Sciences,2,Female,1,1,Healthcare Representative,7254,Married,6,No,16,4,0,32,4,4,0,0,53.8,Medium,Yes,43524.0
1187,26,No,Travel_Frequently,Sales,19,4,Technical Degree,3,Female,3,3,Sales Representative,9341,Married,2,No,11,3,0,7,2,4,4,2,16.1,Low,No,0.0
1188,33,No,Travel_Rarely,Research & Development,13,2,Human Resources,4,Male,4,2,Research Director,7770,Divorced,1,No,16,3,2,10,2,4,6,1,17.8,Low,No,0.0
1189,25,No,Travel_Rarely,Research & Development,1,1,Human Resources,2,Male,1,2,Research Scientist,6582,Married,1,No,11,3,2,4,0,1,4,1,37.4,Medium,No,0.0
1190,36,No,Non-Travel,Sales,7,2,Other,4,Female,3,2,Sales Executive,6222,Married,2,No,11,3,1,7,2,3,1,1,33.4,Medium,No,0.0
1191,49,No,Travel_Rarely,Sales,11,2,Marketing,3,Male,4,3,Sales Representative,8017,Married,2,Yes,18,3,0,29,3,1,5,0,48.6,Medium,No,0.0
1192,27,No,Travel_Rarely,Sales,3,3,Marketing,1,Male,1,1,Sales Representative,8167,Married,2,No,16,3,2,4,2,3,4,0,29.8,Low,No,0.0
1193,52,No,Travel_Rarely,Sales,6,3,Other,3,Female,3,3,Sales Executive,7238,Married,1,No,15,3,2,26,5,2,4,0,33.9,Medium,No,0.0
1194,48,No,Travel_Rarely,Research & Development,14,3,Life Sciences,2,Male,1,2,Manufacturing Director,6252,Married,4,No,15,3,0,26,5,3,2,0,43.6,Medium,No,0.0
1195,41,No,Travel_Frequently,Sales,9,3,Marketing,1,Male,1,4,Sales Executive,8739,Single,2,No,13,3,1,18,1,1,1,0,30.4,Medium,No,0.0
1196,36,No,Travel_Rarely,Research & Development,1,4,Other,4,Male,1,4,Manager,7457,Single,3,No,15,3,3,11,2,4,0,0,24.7,Low,No,0.0
1197,29,No,Travel_Rarely,Research & Development,12,4,Other,3,Male,1,2,Research Director,7551,Married,4,Yes,11,3,2,9,6,2,7,3,33.9,Medium,No,0.0
1198,41,Yes,Travel_Rarely,Research & Development,6,3,Technical Degree,3,Female,3,2,Research Director,7143,Divorced,1,Yes,12,3,1,15,1,2,0,0,64.4,High,Yes,42858.0
1199,28,No,Non-Travel,Research & Development,5,5,Medical,3,Female,1,4,Healthcare Representative,8157,Divorced,3,No,25,3,1,5,3,3,5,3,18.2,Low,No,0.0
1200,37,No,Non-Travel,Research & Development,6,2,Marketing,4,Male,2,4,Laboratory Technician,7417,Single,2,No,15,3,2,20,3,2,0,0,37.5,Medium,No,0.0
1201,48,No,Travel_Rarely,Sales,18,2,Other,4,Male,1,2,Sales Representative,9003,Single,4,No,14,3,0,26,3,4,8,0,19.8,Low,No,0.0
1202,19,No,Travel_Rarely,Sales,7,3,Technical Degree,4,Female,4,2,Manager,8508,Single,4,Yes,16,3,0,0,1,4,0,0,34.8,Medium,No,0.0
1203,31,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,1,3,Sales Executive,8816,Single,1,No,18,3,0,7,5,4,3,3,12.2,Low,No,0.0
1204,33,No,Travel_Rarely,Research & Development,9,4,Technical Degree,1,Male,3,2,Laboratory Technician,7651,Single,3,Yes,13,3,2,9,1,4,1,1,40.1,Medium,No,0.0
1205,43,No,Non-Travel,Research & Development,2,4,Medical,2,Male,1,4,Research Director,9288,Divorced,1,No,15,4,1,20,1,1,10,0,15.2,Low,No,0.0
1206,18,No,Travel_Rarely,Human Resources,3,3,Technical Degree,3,Female,1,1,Manager,5745,Married,2,No,13,3,1,0,0,2,0,0,36.9,Medium,No,0.0
1207,31,No,Travel_Rarely,Research & Development,4,3,Marketing,2,Female,3,3,Healthcare Representative,9076,Married,3,No,11,3,2,8,1,1,1,1,20.5,Low,No,0.0
1208,25,No,Travel_Rarely,Sales,6,3,Medical,2,Female,1,4,Sales Representative,7609,Married,0,No,24,3,1,3,2,3,3,0,31.8,Medium,No,0.0
1209,31,No,Travel_Rarely,Sales,6,4,Other,1,Female,3,3,Manager,8931,Married,4,No,25,3,0,6,1,1,6,4,14.9,Low,No,0.0
1210,38,Yes,Travel_Rarely,Research & Development,1,3,Other,2,Male,1,2,Manager,6783,Divorced,4,Yes,13,4,0,19,2,2,0,0,72.9,High,Yes,40698.0
1211,45,No,Travel_Rarely,Sales,1,5,Technical Degree,1,Female,2,4,Sales Representative,9303,Married,3,Yes,19,3,0,25,3,4,2,1,27.0,Low,No,0.0
1212,43,No,Travel_Frequently,Research & Development,11,4,Technical Degree,3,Female,2,3,Laboratory Technician,9184,Single,2,No,13,3,0,21,3,2,1,1,19.3,Low,No,0.0
1213,35,No,Travel_Rarely,Research & Development,6,2,Other,4,Female,4,4,Healthcare Representative,4877,Married,1,No,11,3,2,14,5,4,0,0,29.9,Low,No,0.0
1214,45,No,Travel_Rarely,Research & Development,16,3,Human Resources,2,Female,2,3,Research Scientist,8789,Single,2,No,11,3,1,24,1,2,0,0,27.4,Low,No,0.0
1215,44,No,Travel_Frequently,Sales,6,3,Medical,4,Female,4,4,Sales Representative,8120,Divorced,5,No,11,3,0,18,5,4,4,4,23.3,Low,No,0.0
1216,34,No,Travel_Rarely,Sales,1,3,Technical Degree,1,Male,4,4,Sales Representative,7133,Divorced,2,No,11,3,0,11,2,1,8,3,34.2,Medium,No,0.0
1217,40,No,Non-Travel,Research & Development,9,5,Other,2,Male,2,4,Laboratory Technician,8731,Divorced,3,No,18,4,1,19,1,3,5,3,14.8,Low,No,0.0
1218,30,No,Travel_Rarely,Sales,2,2,Medical,4,Female,1,4,Manager,9150,Divorced,3,No,15,3,3,10,3,2,9,4,8.5,Low,No,0.0
1219,31,No,Travel_Rarely,Research & Development,5,4,Human Resources,2,Female,1,1,Research Scientist,7957,Divorced,4,No,17,3,0,12,3,3,9,1,19.5,Low,No,0.0
1220,39,No,Travel_Rarely,Research & Development,1,4,Other,3,Male,4,1,Research Scientist,5799,Married,4,No,11,4,3,16,2,1,3,0,46.8,Medium,No,0.0
1221,24,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,2,2,Manufacturing Director,7771,Single,1,No,19,3,0,0,3,4,0,0,25.8,Low,No,0.0
1222,31,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,1,1,Sales Executive,6421,Married,3,No,14,3,1,6,3,1,2,0,43.1,Medium,No,0.0
1223,37,No,Travel_Rarely,Sales,5,3,Other,4,Female,2,4,Manager,5598,Married,1,No,18,3,0,16,3,2,2,0,37.2,Medium,No,0.0
1224,24,No,Travel_Rarely,Sales,1,3,Medical,4,Female,2,1,Sales Executive,6291,Married,1,No,11,3,1,3,2,3,0,0,28.6,Low,No,0.0
1225,60,Yes,Travel_Rarely,Sales,5,3,Marketing,3,Female,1,1,Sales Representative,6413,Single,1,Yes,18,4,0,41,2,2,0,0,62.7,High,Yes,38478.0
1226,29,No,Travel_Rarely,Sales,5,3,Human Resources,2,Male,2,1,Manager,7476,Divorced,4,No,14,3,2,11,2,2,0,0,50.9,Medium,Yes,0.0
1227,47,Yes,Travel_Rarely,Research & Development,1,3,Marketing,2,Male,1,1,Manager,5822,Married,4,No,11,3,1,23,5,1,1,1,53.7,Medium,Yes,34932.0
1228,25,No,Travel_Rarely,Sales,1,2,Human Resources,3,Female,3,1,Sales Representative,6417,Divorced,1,No,14,3,0,5,2,3,0,0,25.8,Low,No,0.0
1229,28,No,Travel_Frequently,Sales,3,3,Human Resources,2,Female,4,2,Manager,7139,Single,0,Yes,16,3,1,3,5,3,3,2,48.2,Medium,No,0.0
1230,20,No,Travel_Rarely,Sales,28,1,Life Sciences,1,Female,1,3,Sales Representative,5395,Divorced,5,No,13,3,2,0,1,4,0,0,32.2,Medium,No,0.0
1231,37,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,3,2,Manager,7417,Divorced,2,No,12,4,1,24,5,2,1,1,39.8,Medium,No,0.0
1232,42,No,Non-Travel,Sales,5,3,Life Sciences,4,Female,1,3,Sales Executive,6759,Married,4,No,11,3,2,20,4,3,5,1,34.8,Medium,No,0.0
1233,30,No,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,1,3,Research Director,4578,Single,3,No,14,3,1,9,2,4,0,0,39.6,Medium,No,0.0
1234,29,No,Travel_Frequently,Research & Development,3,2,Other,3,Female,2,3,Healthcare Representative,8742,Divorced,2,No,16,3,0,8,1,1,7,0,14.7,Low,No,0.0
1235,26,No,Travel_Rarely,Sales,1,1,Human Resources,1,Female,3,3,Sales Executive,6535,Married,4,No,22,3,0,5,5,4,4,1,28.7,Low,No,0.0
1236,49,No,Travel_Rarely,Sales,1,3,Other,4,Male,3,1,Sales Executive,5214,Married,2,No,11,3,2,27,1,3,1,1,34.3,Medium,No,0.0
1237,44,No,Travel_Rarely,Research & Development,15,4,Marketing,1,Female,2,2,Research Director,10762,Divorced,1,No,11,3,2,20,0,3,6,2,12.6,Low,No,0.0
1238,36,No,Travel_Rarely,Research & Development,1,5,Marketing,3,Female,4,2,Research Director,4611,Married,2,Yes,15,3,0,15,3,2,0,0,58.5,Medium,Yes,0.0
1239,45,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,Male,3,4,Manager,8679,Single,3,No,13,3,0,23,3,4,5,0,16.8,Low,No,0.0
1240,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,3,1,Research Director,7457,Married,2,No,23,3,3,5,5,3,5,1,24.2,Low,No,0.0
1241,38,No,Travel_Frequently,Research & Development,6,3,Other,2,Male,1,2,Laboratory Technician,12849,Single,4,No,19,3,0,16,1,4,16,0,13.1,Low,No,0.0
1242,33,No,Travel_Rarely,Research & Development,11,3,Medical,1,Male,4,1,Laboratory Technician,7241,Single,2,Yes,11,4,3,9,0,3,1,0,50.5,Medium,Yes,0.0
1243,36,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,2,4,Research Scientist,10991,Divorced,2,No,11,3,1,11,3,4,1,0,16.8,Low,No,0.0
1244,29,No,Travel_Frequently,Research & Development,1,2,Human Resources,3,Female,2,2,Healthcare Representative,8526,Married,0,No,19,4,1,5,2,1,5,0,25.0,Low,No,0.0
1245,47,No,Travel_Rarely,Research & Development,8,3,Other,1,Female,3,2,Research Director,9383,Married,2,No,14,3,1,24,3,3,6,2,19.7,Low,No,0.0
1246,48,No,Travel_Frequently,Sales,6,3,Technical Degree,2,Female,1,3,Sales Representative,6090,Married,1,No,14,3,0,29,0,3,1,1,42.4,Medium,No,0.0
1247,31,No,Travel_Rarely,Research & Development,12,2,Human Resources,2,Male,4,1,Laboratory Technician,6796,Married,1,No,15,3,1,7,3,1,7,1,40.7,Medium,No,0.0
1248,41,No,Travel_Rarely,Research & Development,16,3,Technical Degree,2,Female,4,2,Manager,6746,Divorced,2,No,25,3,0,16,5,4,1,1,30.2,Medium,No,0.0
1249,43,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Male,4,1,Research Director,9978,Single,1,No,12,4,1,19,3,1,4,2,30.3,Medium,No,0.0
1250,43,Yes,Travel_Frequently,Research & Development,6,3,Medical,4,Female,2,3,Manufacturing Director,7162,Married,3,No,13,3,1,20,2,2,6,0,43.3,Medium,No,42972.0
1251,38,Yes,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,1,3,Research Director,5897,Single,5,No,12,3,0,15,3,1,4,2,55.1,Medium,Yes,35382.0
1252,47,Yes,Travel_Rarely,Sales,3,3,Life Sciences,2,Female,3,2,Sales Executive,7166,Divorced,5,Yes,17,3,0,26,4,1,4,1,73.7,High,Yes,42996.0
1253,37,Yes,Travel_Frequently,Research & Development,7,2,Human Resources,2,Male,1,1,Research Director,4750,Divorced,3,No,13,3,0,13,1,2,0,0,67.8,High,Yes,28500.0
1254,22,No,Travel_Rarely,Research & Development,3,3,Other,1,Male,1,3,Research Director,7849,Divorced,2,Yes,17,4,2,0,3,4,0,0,40.9,Medium,No,0.0
1255,34,No,Travel_Rarely,Sales,11,3,Medical,1,Male,3,3,Sales Representative,6462,Married,3,No,12,3,1,11,3,2,10,0,38.5,Medium,No,0.0
1256,60,Yes,Travel_Rarely,Research & Development,6,1,Life Sciences,2,Male,1,2,Research Scientist,4471,Single,2,No,11,3,2,38,2,4,0,0,61.2,High,Yes,26826.0
1257,46,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Female,1,1,Sales Executive,8249,Married,1,No,11,4,2,20,2,3,6,1,26.0,Low,No,0.0
1258,33,No,Travel_Rarely,Sales,11,2,Human Resources,2,Male,4,4,Manager,5902,Single,2,No,13,3,0,9,1,1,0,0,55.7,Medium,Yes,0.0
1259,45,No,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,3,1,Healthcare Representative,8738,Divorced,1,Yes,12,3,0,24,3,1,2,2,33.4,Medium,No,0.0
1260,40,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,2,Manager,6446,Married,2,No,15,4,2,17,4,4,0,0,29.2,Low,No,0.0
1261,27,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,1,4,Manager,7953,Married,2,No,11,3,2,5,1,3,3,1,22.6,Low,No,0.0
1262,41,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,Male,3,3,Research Scientist,7462,Married,2,No,25,3,1,20,5,1,8,8,26.8,Low,No,0.0
1263,38,No,Travel_Frequently,Research & Development,3,4,Human Resources,3,Male,1,4,Research Director,5980,Divorced,4,No,17,4,2,14,1,1,0,0,43.3,Medium,No,0.0
1264,42,No,Travel_Rarely,Sales,9,3,Life Sciences,2,Female,4,1,Sales Representative,9668,Single,3,No,16,3,1,21,2,1,0,0,36.6,Medium,No,0.0
1265,35,No,Travel_Rarely,Sales,2,3,Marketing,4,Female,4,3,Sales Executive,7295,Married,1,No,13,3,1,10,4,4,2,1,20.6,Low,No,0.0
1266,41,No,Travel_Frequently,Sales,1,3,Medical,3,Female,3,3,Manager,4549,Single,2,No,14,3,1,20,2,3,0,0,44.3,Medium,No,0.0
1267,41,No,Travel_Rarely,Sales,14,5,Life Sciences,1,Female,3,1,Sales Representative,5694,Divorced,4,No,15,4,0,19,3,3,0,0,49.9,Medium,No,0.0
1268,42,No,Travel_Rarely,Research & Development,18,5,Life Sciences,4,Male,4,3,Manager,10156,Married,5,Yes,24,3,1,24,2,3,6,1,15.3,Low,No,0.0
1269,42,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,2,2,Research Director,5940,Divorced,4,No,18,3,1,16,5,4,2,0,34.2,Medium,No,0.0
1270,37,No,Travel_Rarely,Research & Development,3,1,Other,4,Male,3,3,Research Director,5258,Married,0,No,16,3,1,17,2,1,2,2,37.7,Medium,No,0.0
1271,33,No,Travel_Rarely,Research & Development,1,3,Marketing,4,Female,1,4,Laboratory Technician,8121,Married,2,No,11,3,1,11,3,4,3,3,11.4,Low,No,0.0
1272,37,No,Travel_Rarely,Sales,1,3,Human Resources,3,Female,4,4,Sales Executive,6418,Divorced,2,No,19,3,1,18,5,3,1,0,27.1,Low,No,0.0
1273,32,No,Travel_Rarely,Research & Development,1,5,Human Resources,2,Female,3,2,Manager,10847,Married,1,No,11,3,1,13,3,4,13,0,9.7,Low,No,0.0
1274,45,No,Travel_Rarely,Human Resources,13,1,Life Sciences,1,Female,3,3,Manager,3224,Divorced,5,Yes,11,3,1,23,4,2,3,0,55.2,Medium,Yes,0.0
1275,41,No,Travel_Rarely,Human Resources,1,4,Human Resources,4,Female,1,2,Manager,4378,Married,3,No,11,4,0,19,2,4,1,1,31.0,Medium,No,0.0
1276,35,No,Travel_Rarely,Human Resources,9,1,Technical Degree,2,Male,1,4,Manager,5988,Married,0,Yes,21,4,0,12,3,4,2,0,37.1,Medium,No,0.0
1277,38,No,Non-Travel,Research & Development,3,5,Human Resources,1,Male,2,1,Manager,8503,Single,2,No,17,3,0,17,6,3,5,2,18.6,Low,No,0.0
1278,49,No,Non-Travel,Research & Development,1,3,Marketing,1,Male,2,2,Research Director,9915,Married,2,No,19,3,0,28,3,2,0,0,36.2,Medium,No,0.0
1279,37,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,1,4,Manager,6574,Married,2,No,20,3,0,14,1,3,1,1,28.5,Low,No,0.0
